prompt,completion
"What was the Percent Chronic Physical Health Conditions in Abbeville, Unknown, in 2022?","The Percent Chronic Physical Health Conditions in Abbeville, Unknown, in 2022 was 19.8."
Can you tell me what was the Percent Chronic Physical Health Conditions in Abbeville in 2022?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Abbeville was 19.8."
The value for Percent Chronic Physical Health Conditions in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Abbeville was equal to 19.8."
Can you provide some details regarding the value for Percent Chronic Physical Health Conditions in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Chronic Physical Health Conditions in Abbeville was equal to 19.8."
"What was the Percent Chronic Behavioral Health Conditions in Abbeville, Unknown, in 2022?","The Percent Chronic Behavioral Health Conditions in Abbeville, Unknown, in 2022 was 35.8."
Can you tell me what was the Percent Chronic Behavioral Health Conditions in Abbeville in 2022?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Abbeville was 35.8."
The value for Percent Chronic Behavioral Health Conditions in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Abbeville was equal to 35.8."
Can you provide some details regarding the value for Percent Chronic Behavioral Health Conditions in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Chronic Behavioral Health Conditions in Abbeville was equal to 35.8."
"What was the SMM Per 10000 Deliveries in Abbeville, Unknown, in 2022?","The SMM Per 10000 Deliveries in Abbeville, Unknown, in 2022 was 0.0."
Can you tell me what was the SMM Per 10000 Deliveries in Abbeville in 2022?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Abbeville was 0.0."
The value for SMM Per 10000 Deliveries in Abbeville in 2022 was equal to?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Abbeville was equal to 0.0."
Can you provide some details regarding the value for SMM Per 10000 Deliveries in Abbeville in 2022?,"Yes, your queried detail is here, the SMM Per 10000 Deliveries in Abbeville was equal to 0.0."
"What was the Percent Potentially Avoidable Primary Cesareans in Abbeville, Unknown, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Abbeville, Unknown, in 2022 was 29.5."
Can you tell me what was the Percent Potentially Avoidable Primary Cesareans in Abbeville in 2022?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Abbeville was 29.5."
The value for Percent Potentially Avoidable Primary Cesareans in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Abbeville was equal to 29.5."
Can you provide some details regarding the value for Percent Potentially Avoidable Primary Cesareans in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Potentially Avoidable Primary Cesareans in Abbeville was equal to 29.5."
"What was the Maternity Care Desert in Abbeville, Unknown, in 2022?","The Maternity Care Desert in Abbeville, Unknown, in 2022 was Maternity Care Desert."
Can you tell me what was the Maternity Care Desert in Abbeville in 2022?,"Yes, your answer is here, the Maternity Care Desert in Abbeville was Maternity Care Desert."
The value for Maternity Care Desert in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Maternity Care Desert in Abbeville was equal to Maternity Care Desert."
Can you provide some details regarding the value for Maternity Care Desert in Abbeville in 2022?,"Yes, your queried detail is here, the Maternity Care Desert in Abbeville was equal to Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Abbeville, Unknown, in 2022?","The Maternal Vulnerability Index (MVI) Score in Abbeville, Unknown, in 2022 was High."
Can you tell me what was the Maternal Vulnerability Index (MVI) Score in Abbeville in 2022?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Abbeville was High."
The value for Maternal Vulnerability Index (MVI) Score in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Abbeville was equal to High."
Can you provide some details regarding the value for Maternal Vulnerability Index (MVI) Score in Abbeville in 2022?,"Yes, your queried detail is here, the Maternal Vulnerability Index (MVI) Score in Abbeville was equal to High."
"What was the MVI Reproductive Health in Abbeville, Unknown, in 2022?","The MVI Reproductive Health in Abbeville, Unknown, in 2022 was High."
Can you tell me what was the MVI Reproductive Health in Abbeville in 2022?,"Yes, your answer is here, the MVI Reproductive Health in Abbeville was High."
The value for MVI Reproductive Health in Abbeville in 2022 was equal to?,"Yes, your answer is here, the MVI Reproductive Health in Abbeville was equal to High."
Can you provide some details regarding the value for MVI Reproductive Health in Abbeville in 2022?,"Yes, your queried detail is here, the MVI Reproductive Health in Abbeville was equal to High."
"What was the MVI Physical Health in Abbeville, Unknown, in 2022?","The MVI Physical Health in Abbeville, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Health in Abbeville in 2022?,"Yes, your answer is here, the MVI Physical Health in Abbeville was High."
The value for MVI Physical Health in Abbeville in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Health in Abbeville was equal to High."
Can you provide some details regarding the value for MVI Physical Health in Abbeville in 2022?,"Yes, your queried detail is here, the MVI Physical Health in Abbeville was equal to High."
"What was the MVI Mental Health in Abbeville, Unknown, in 2022?","The MVI Mental Health in Abbeville, Unknown, in 2022 was High."
Can you tell me what was the MVI Mental Health in Abbeville in 2022?,"Yes, your answer is here, the MVI Mental Health in Abbeville was High."
The value for MVI Mental Health in Abbeville in 2022 was equal to?,"Yes, your answer is here, the MVI Mental Health in Abbeville was equal to High."
Can you provide some details regarding the value for MVI Mental Health in Abbeville in 2022?,"Yes, your queried detail is here, the MVI Mental Health in Abbeville was equal to High."
"What was the MVI General Health in Abbeville, Unknown, in 2022?","The MVI General Health in Abbeville, Unknown, in 2022 was Med."
Can you tell me what was the MVI General Health in Abbeville in 2022?,"Yes, your answer is here, the MVI General Health in Abbeville was Med."
The value for MVI General Health in Abbeville in 2022 was equal to?,"Yes, your answer is here, the MVI General Health in Abbeville was equal to Med."
Can you provide some details regarding the value for MVI General Health in Abbeville in 2022?,"Yes, your queried detail is here, the MVI General Health in Abbeville was equal to Med."
"What was the MVI Socioeconomic Determinants in Abbeville, Unknown, in 2022?","The MVI Socioeconomic Determinants in Abbeville, Unknown, in 2022 was Med."
Can you tell me what was the MVI Socioeconomic Determinants in Abbeville in 2022?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Abbeville was Med."
The value for MVI Socioeconomic Determinants in Abbeville in 2022 was equal to?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Abbeville was equal to Med."
Can you provide some details regarding the value for MVI Socioeconomic Determinants in Abbeville in 2022?,"Yes, your queried detail is here, the MVI Socioeconomic Determinants in Abbeville was equal to Med."
"What was the MVI Physical Environment in Abbeville, Unknown, in 2022?","The MVI Physical Environment in Abbeville, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Environment in Abbeville in 2022?,"Yes, your answer is here, the MVI Physical Environment in Abbeville was High."
The value for MVI Physical Environment in Abbeville in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Environment in Abbeville was equal to High."
Can you provide some details regarding the value for MVI Physical Environment in Abbeville in 2022?,"Yes, your queried detail is here, the MVI Physical Environment in Abbeville was equal to High."
"What was the Total Deliveries in Cherokee, Unknown, in 2022?","The Total Deliveries in Cherokee, Unknown, in 2022 was 490."
Can you tell me what was the Total Deliveries in Cherokee in 2022?,"Yes, your answer is here, the Total Deliveries in Cherokee was 490."
The value for Total Deliveries in Cherokee in 2022 was equal to?,"Yes, your answer is here, the Total Deliveries in Cherokee was equal to 490."
Can you provide some details regarding the value for Total Deliveries in Cherokee in 2022?,"Yes, your queried detail is here, the Total Deliveries in Cherokee was equal to 490."
"What was the Percent Total Deliveries in Cherokee, Unknown, in 2022?","The Percent Total Deliveries in Cherokee, Unknown, in 2022 was 1.0."
Can you tell me what was the Percent Total Deliveries in Cherokee in 2022?,"Yes, your answer is here, the Percent Total Deliveries in Cherokee was 1.0."
The value for Percent Total Deliveries in Cherokee in 2022 was equal to?,"Yes, your answer is here, the Percent Total Deliveries in Cherokee was equal to 1.0."
Can you provide some details regarding the value for Percent Total Deliveries in Cherokee in 2022?,"Yes, your queried detail is here, the Percent Total Deliveries in Cherokee was equal to 1.0."
"What was the Percent Medicaid Deliveries in Cherokee, Unknown, in 2022?","The Percent Medicaid Deliveries in Cherokee, Unknown, in 2022 was 81.2."
Can you tell me what was the Percent Medicaid Deliveries in Cherokee in 2022?,"Yes, your answer is here, the Percent Medicaid Deliveries in Cherokee was 81.2."
The value for Percent Medicaid Deliveries in Cherokee in 2022 was equal to?,"Yes, your answer is here, the Percent Medicaid Deliveries in Cherokee was equal to 81.2."
Can you provide some details regarding the value for Percent Medicaid Deliveries in Cherokee in 2022?,"Yes, your queried detail is here, the Percent Medicaid Deliveries in Cherokee was equal to 81.2."
"What was the Percent Uninsured Deliveries in Cherokee, Unknown, in 2022?","The Percent Uninsured Deliveries in Cherokee, Unknown, in 2022 was 2.2."
Can you tell me what was the Percent Uninsured Deliveries in Cherokee in 2022?,"Yes, your answer is here, the Percent Uninsured Deliveries in Cherokee was 2.2."
The value for Percent Uninsured Deliveries in Cherokee in 2022 was equal to?,"Yes, your answer is here, the Percent Uninsured Deliveries in Cherokee was equal to 2.2."
Can you provide some details regarding the value for Percent Uninsured Deliveries in Cherokee in 2022?,"Yes, your queried detail is here, the Percent Uninsured Deliveries in Cherokee was equal to 2.2."
"What was the Percent Black Non-Hispanic Birthing Persons in Cherokee, Unknown, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Cherokee, Unknown, in 2022 was 25.7."
Can you tell me what was the Percent Black Non-Hispanic Birthing Persons in Cherokee in 2022?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Cherokee was 25.7."
